,_id,Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,tier,date_delay
3,4,Docklands,Coles Spencer Street Outlet,201 Spencer Street,VIC,3008.0,2021-05-30,30/05/2021,12:00pm - 1:00pm,"Case attended venue

",2021-06-01,01/06/2021,20:11:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:00:00,13:00:00,1,2.0
4,5,Melbourne,Officeworks,QV Centre Russell Street,VIC,3000.0,2021-05-30,30/05/2021,10:40am - 11:10am,"Case attended venue

",2021-06-01,01/06/2021,20:11:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:40:00,11:10:00,2,2.0
5,6,Melbourne,Male public toilets,225 Bourke Street,VIC,3000.0,2021-05-31,31/05/2021,1:00pm - 2:30pm,"Case attended venue

",2021-06-01,01/06/2021,20:11:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:00:00,14:30:00,2,1.0
6,7,Docklands,Coles Spencer Street Outlet,201 Spencer Street,VIC,3000.0,2021-05-30,30/05/2021,12:00pm - 1:00pm,Case attended venue,2021-06-02,02/06/2021,12:22:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:00:00,13:00:00,1,3.0
7,8,West Melbourne,Flagstaff Gardens ,309-311 William Street,VIC,3003.0,2021-05-28,28/05/2021,2:30pm - 4:30pm,Case used playground facilities,2021-06-02,02/06/2021,12:38:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:30:00,16:30:00,2,5.0
8,9,Docklands,Costco Wholesale Docklands,381 Footscray Road,VIC,3008.0,2021-05-31,31/05/2021,3:30pm - 4:20pm,Case attended venue ,2021-06-02,02/06/2021,12:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:30:00,16:20:00,1,2.0
9,10,Melbourne,World Shiner,227 Collins Street,VIC,3000.0,2021-05-31,31/05/2021,9:00am - 4:30pm,Case attended venue. See other relevant listings for 227 Collins.,2021-06-04,04/06/2021,11:05:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:00:00,16:30:00,1,4.0
10,11,Melbourne,OPSM 233 Collins Street,"Shop 2, 233-239 Collins Street",VIC,3000.0,2021-05-31,31/05/2021,2:30pm - 2:45pm,Case attended venue,2021-06-04,04/06/2021,11:05:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:30:00,14:45:00,2,4.0
11,12,Mickleham,Merrifield City Shopping Centre,270 Donnybrook Road,VIC,3064.0,2021-05-31,31/05/2021,9:45am - 10:40am,Case attended venue,2021-06-04,04/06/2021,22:36:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:45:00,10:40:00,2,4.0
12,13,Docklands,Costco Wholesale Docklands,381 Footscray Road,VIC,3008.0,2021-05-30,30/05/2021,3:00pm - 4:30pm,Case attended venue,2021-06-04,04/06/2021,22:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,16:30:00,2,5.0
13,14,Melbourne,Shannakian Fine Jewellery,"Suite 505, 227 Collins St",VIC,3000.0,2021-05-31,31/05/2021,9:00am - 4:30pm,Case attended venue. See other relevant listings for 227 Collins.,2021-06-04,04/06/2021,22:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:00:00,16:30:00,1,4.0
14,15,Craigieburn,Craigieburn Central,340 Craigieburn Rd,VIC,3064.0,2021-05-31,31/05/2021,4:00pm - 5:30pm,Case attended venue,2021-06-05,05/06/2021,11:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,17:30:00,2,5.0
15,16,Craigieburn,Quality Fresh Meats - Craigieburn Central,340 Craigieburn Rd,VIC,3064.0,2021-05-31,31/05/2021,4:00pm - 5:30pm,Case attended venue,2021-06-05,05/06/2021,11:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,17:30:00,2,5.0
16,17,Craigieburn,Fergusson Plarre Bakehouse - Craigieburn Central,340 Craigieburn Rd,VIC,3064.0,2021-05-31,31/05/2021,4:00pm - 5:30pm,Case attended venue,2021-06-05,05/06/2021,11:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,17:30:00,2,5.0
17,18,Craigieburn,HS Quality Food - Craigieburn Central,340 Craigieburn Rd,VIC,3064.0,2021-05-31,31/05/2021,4:00pm - 5:30pm,Case attended venue,2021-06-05,05/06/2021,11:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,17:30:00,2,5.0
18,19,Craigieburn,Pinoy Tayo Asian Grocery - Craigieburn Central,340 Craigieburn Rd,VIC,3064.0,2021-05-31,31/05/2021,4:00pm - 5:30pm,Case attended venue,2021-06-05,05/06/2021,11:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,17:30:00,2,5.0
19,20,Craigieburn,Fish Pier - Craigieburn Central,340 Craigieburn Rd,VIC,3064.0,2021-05-31,31/05/2021,4:00pm - 5:30pm,Case attended venue,2021-06-05,05/06/2021,11:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,17:30:00,2,5.0
23,24,Melbourne,Aki Sushi,105 Queen St,VIC,3000.0,2021-05-31,31/05/2021,9:28am - 10:03am,Case attended venue,2021-06-05,05/06/2021,12:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:28:00,10:03:00,2,5.0
25,26,Melbourne,Arna Setters and Jewellery,"Level 5, 227 Collins St",VIC,3000.0,2021-05-31,31/05/2021,10:00am - 4:30pm,Case attended venue. See other relevant listings for 227 Collins.,2021-06-04,04/06/2021,22:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:00:00,16:30:00,1,4.0
26,27,Craigieburn,Australia Post - Craigieburn Central,340 Craigieburn Rd,VIC,3064.0,2021-05-31,31/05/2021,3:45pm - 4:30pm,Case attended venue,2021-06-05,05/06/2021,13:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:45:00,16:30:00,2,5.0
27,28,Craigieburn,Australia Post - Craigieburn Central,340 Craigieburn Rd,VIC,3064.0,2021-05-29,29/05/2021,10:00am - 11:30am,Case attended venue,2021-06-05,05/06/2021,13:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:00:00,11:30:00,2,7.0
29,30,Campbellfield,7-Eleven Campbellfield,1603 Sydney Road,VIC,3061.0,2021-05-31,31/05/2021,6:13am - 6:48am,Case attended venue,2021-06-05,05/06/2021,14:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:13:00,06:48:00,2,5.0
31,32,Greenvale,Coles Greenvale,1-11 Greenvale Drive,VIC,3059.0,2021-05-29,29/05/2021,3:39pm - 4:19pm,Case attended venue in Greenvale Shopping Centre,2021-06-05,05/06/2021,19:38:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:39:00,16:19:00,2,7.0
33,34,Melbourne,Levels 4 and 5 all areas,227 Collins St,VIC,3000.0,2021-05-31,31/05/2021,9:00am - 4:30pm,Case attended venue,2021-06-05,05/06/2021,20:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:00:00,16:30:00,1,5.0
37,38,Moonee Ponds,Chick Chick (Fried Chicken)/Sir Duke,97-99 Puckle Street,VIC,3039.0,2021-05-30,30/05/2021,3:10pm - 3:40pm,Case attended venue,2021-06-06,06/06/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:10:00,15:40:00,2,7.0
38,39,Mickleham,Everyday by BP x David Jones Food Merrifield,470 Donnybrook Road,VIC,3064.0,2021-05-30,30/05/2021,5:40pm - 6:10pm,Case attended venue,2021-06-06,06/06/2021,13:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:40:00,18:10:00,2,7.0
45,46,Somerton,That's Alotta Donuts,2/882 Cooper Street,VIC,3062.0,2021-05-30,30/05/2021,4:10pm - 5:20pm,Case attended venue,2021-06-06,06/06/2021,18:02:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:10:00,17:20:00,2,7.0
50,51,Melbourne,Lanzhou Beef Noodle Bar,379 Elizabeth Street,VIC,3000.0,2021-05-30,30/05/2021,2:10pm - 2:40pm,Case attended venue,2021-06-07,07/06/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:10:00,14:40:00,2,8.0
51,52,Melbourne,Sinjeon Food Sys	,Shop C2/550 Lonsdale Street,VIC,3000.0,2021-05-30,30/05/2021,2:20pm - 2:50pm,Case attended venue,2021-06-07,07/06/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:20:00,14:50:00,2,8.0
52,53,North Melbourne,Twenty & Six Espresso,594 Queensberry Street,VIC,3051.0,2021-05-30,30/05/2021,2:30pm - 3:00pm,Case attended venue,2021-06-07,07/06/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:30:00,15:00:00,2,8.0
53,54,Flemington,McDonald's Flemington,260 Racecourse Road,VIC,3031.0,2021-05-30,30/05/2021,3:00pm - 3:30pm,Case attended venue,2021-06-07,07/06/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,15:30:00,2,8.0
54,55,Strathmore,Red Rooster Pascoe Vale,504 Pascoe Vale Road,VIC,3041.0,2021-05-30,30/05/2021,3:40pm - 4:10pm,Case attended venue,2021-06-07,07/06/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:40:00,16:10:00,2,8.0
55,56,Glenroy,Bardali Dine Restaurant and Bar	,82 Wheatsheaf Road,VIC,3046.0,2021-05-30,30/05/2021,3:45pm - 4:15pm,Case attended venue,2021-06-07,07/06/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:45:00,16:15:00,2,8.0
56,57,Coburg North,Pho Noodle House,1087 Sydney Road,VIC,3058.0,2021-05-30,30/05/2021,4:15pm - 4:45pm,Case attended venue,2021-06-07,07/06/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:15:00,16:45:00,2,8.0
57,58,Mickleham,Honker Burgers Merrifield,"Merrifield City, Shop 14/270 Donnybrook Road",VIC,3064.0,2021-05-30,30/05/2021,6:10pm - 6:45pm,Case attended venue,2021-06-07,07/06/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:10:00,18:45:00,2,8.0
96,97,Bundoora,Woolworths - Bundoora Square Shopping Centre,"Settlement Rd & Plenty Rd, Bundoora Square Shopping Centre",VIC,3083.0,2021-05-31,31/05/2021,12:00pm - 12:40pm,Case attended venue,2021-06-10,10/06/2021,16:59:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:00:00,12:40:00,2,10.0
119,120,North Geelong,Geelong Arena,110 Victoria Street,VIC,3215.0,2021-05-22,22/05/2021,6:37pm - 9:23pm,Case attended venue,2021-06-11,11/06/2021,13:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:37:00,21:23:00,2,20.0
120,121,North Geelong,The Sphinx Hotel,2 Thompson Road,VIC,3215.0,2021-05-22,22/05/2021,2:20pm - 3:45pm,Case attended venue,2021-06-11,11/06/2021,13:42:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:20:00,15:45:00,2,20.0
128,1,St Kilda,Woolworths,117 Acland Street,VIC,3182.0,2021-05-28,28/05/2021,5:00pm - 5:30pm,Case shopped in store,2021-05-29,29/05/2021,21:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:00:00,17:30:00,2,1.0
129,2,Thomastown ,Slades Beverages,46/40-50 Keon Parade,VIC,3074.0,2021-05-28,28/05/2021,6:00am - 2:30pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:00:00,14:30:00,2,2.0
130,4,Thomastown,BP Thomastown,72 Keon Parade,VIC,3074.0,2021-05-28,28/05/2021,2:40pm - 3:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:40:00,15:30:00,2,3.0
131,5,Deer Park,Muffin Break Brimbank Shopping Centre,"Level 1, Neale Rd",VIC,3023.0,2021-05-28,28/05/2021,8:45am - 6:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:45:00,18:30:00,1,3.0
132,6,South Melbourne,ALDI South Melbourne,100 Market Street,VIC,3205.0,2021-05-28,28/05/2021,2:00pm - 3:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:00:00,15:30:00,1,3.0
133,7,Sunshine,BlueCross Western Gardens ,40 Anderson Rd,VIC,3020.0,2021-05-28,28/05/2021,12:00pm - 11:59pm,All residents on site on this date,2021-06-01,01/06/2021,13:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,12:00:00,23:59:00,1,4.0
134,8,Sunshine,"BlueCross Western Gardens
(Whitten Way - Low Care Unit ), (Ferguson Grove - High Care Unit) ",40 Anderson Rd,VIC,3020.0,2021-05-28,28/05/2021,4:00pm - 9:30pm,"All staff, contractors and visitors who entered the Whitten Way - Low Care Unit, and anyone who used the staff communal areas in the Ferguson Grove - High Care Unit",2021-06-01,01/06/2021,13:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,16:00:00,21:30:00,1,4.0
135,9,Sunshine,BlueCross Western Gardens,40 Anderson Rd,VIC,3020.0,2021-05-28,28/05/2021,4:00pm - 9:30pm,"All other staff, contractors and visitors to the facility",2021-06-01,01/06/2021,13:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:00:00,21:30:00,2,4.0
136,16,Public Transport,PTV Bus Number 357,Gammage Bvd/Edgars Rd to Memoral Ave/High Street,VIC,3076.0,2021-05-28,28/05/2021,3:08pm - 3:18pm,"Case travelled on public transport
",2021-06-02,02/06/2021,19:33:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:08:00,15:18:00,1,5.0
137,105,Bundoora,Coles - Bundoora Square Shopping Centre,"Settlement Rd & Plenty Rd, Bundoora Square Shopping Centre",VIC,3083.0,2021-05-28,28/05/2021,12:00pm - 1:00pm,Case attended venue,2021-06-10,10/06/2021,17:04:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:00:00,13:00:00,2,13.0
138,108,Thomastown,BP Thomastown,72 Keon Parade,VIC,3074.0,2021-05-28,28/05/2021,10:00am - 10:35am,Case attended venue,2021-06-10,10/06/2021,17:14:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:00:00,10:35:00,2,13.0
139,2,St Kilda,Woolworths, 64 Fitzroy Street,VIC,3182.0,2021-05-27,27/05/2021,3:00pm - 3:30pm,Case shopped at store,2021-05-29,29/05/2021,21:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,15:30:00,2,2.0
140,3,St Kilda,McDonalds St Kilda,32 The Esplanade,VIC,3182.0,2021-05-27,27/05/2021,4:10pm - 4:40pm,Case picked up take away,2021-05-29,29/05/2021,21:40:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",16:10:00,16:40:00,3,2.0
141,4,St Kilda,KFC St Kilda,70A Acland Street,VIC,3182.0,2021-05-27,27/05/2021,4:20pm - 4:50pm,Case picked up take away,2021-05-29,29/05/2021,21:40:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",16:20:00,16:50:00,3,2.0
142,6,Thomastown,Gobind Sweets,6/350 Settlement Road,VIC,3074.0,2021-05-27,27/05/2021,2:40pm - 3:10pm,Case attended venue,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:40:00,15:10:00,2,3.0
143,7,Thomastown ,Slades Beverages,46/40-50 Keon Parade,VIC,3074.0,2021-05-27,27/05/2021,6:00am - 2:30pm,Case attended,2021-05-30,30/05/2021,15:07:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:00:00,14:30:00,2,3.0
144,9,Public Transport,PTV Bus Number 406 ,"Footscray Station to Emu Road/Hampstead Road, Maidstone",VIC,,2021-05-27,27/05/2021,6:35am - 7:20am,"Case travelled on public transport from Footscray Station to Emu Road/Hampstead Road, Maidstone",2021-05-31,31/05/2021,10:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,06:35:00,07:20:00,1,4.0
145,10,Public Transport,PTV Bus Number 406 ,"Emu Road/Hampstead Road, Maidstone to Footscray Station",VIC,,2021-05-27,27/05/2021,1:27pm - 2:15pm,"Case travelled on public transport from Emu Road/Hampstead Road, Maidstone to Footscray Station",2021-05-31,31/05/2021,10:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:27:00,14:15:00,1,4.0
146,11,Public Transport,PTV Bus Number 412 ,"Footscray Station, Paisley Street to Central Square Shopping Centre stop",VIC,,2021-05-27,27/05/2021,2:39pm - 3:52pm,Case travelled on scheduled 14:30 Service,2021-05-31,31/05/2021,10:42:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:39:00,15:52:00,1,4.0
147,12,Maidstone,Arcare Maidstone Aged Care Facility ,31 Hampstead Road,VIC,3012.0,2021-05-26,26/05/2021,12:00am - 11:59pm,Any resident who has attended or was at Arcare Maidstone in any other part of the facility from 26/05/2021 to PRESENT,2021-05-31,31/05/2021,12:00:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00,1,5.0
148,15,Footscray ,Footscray Market,18 Irving Street,VIC,3011.0,2021-05-27,27/05/2021,1:40pm - 2:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",13:40:00,14:30:00,2,4.0
149,16,Deer Park,Muffin Break Brimbank Shopping Centre,"Level 1, Neale Rd",VIC,3023.0,2021-05-27,27/05/2021,11:45am - 9:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:45:00,21:30:00,1,4.0
150,18,Deer Park,Male Staff Bathrooms Brimbank Shopping Centre,Corner of Neale and Station Roads,VIC,3023.0,2021-05-27,27/05/2021,11:45am - 9:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:45:00,21:30:00,1,4.0
151,19,Deer Park,Food Court Brimbank Shopping Centre,Corner of Neale and Station Roads,VIC,3023.0,2021-05-27,27/05/2021,11:45am - 9:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:45:00,21:30:00,1,4.0
152,20,Deer Park,Brimbank Shopping Centre,Corner of Neale and Station Roads,VIC,3023.0,2021-05-27,27/05/2021,11:45am - 9:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:45:00,21:30:00,2,4.0
153,21,Deer Park,Food Court Brimbank Shopping Centre,Corner of Neale and Station Roads,VIC,3023.0,2021-05-28,28/05/2021,8:45am - 6:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:45:00,18:30:00,1,3.0
154,22,Deer Park,Brimbank Shopping Centre,Corner of Neale and Station Roads,VIC,3023.0,2021-05-28,28/05/2021,8:45am - 6:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:45:00,18:30:00,2,3.0
155,23,South Melbourne,Simply Spanish (South Melbourne Market),116 Cecil Street,VIC,3205.0,2021-05-27,27/05/2021,2:00pm - 3:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:00:00,15:30:00,2,4.0
156,25,Sunshine,Co Do Vietnamese Restaurant,207 Hampshire Road,VIC,3020.0,2021-05-27,27/05/2021,11:00am - 12:00pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:00:00,12:00:00,1,4.0
157,26,Deer Park,Male Staff Bathrooms Brimbank Shopping Centre,"Level 1, Neale Rd",VIC,3023.0,2021-05-28,28/05/2021,8:45am - 6:30pm,Case attended venue,2021-05-31,31/05/2021,13:45:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,08:45:00,18:30:00,1,3.0
